City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
593,Oxbow,49.2333,-102.1676,7.47,97,100,4.5,CA,2023-01-18 03:17:48
594,Saint-Gilles,43.6766,4.4302,42.71,81,0,6.91,FR,2023-01-18 03:17:48
595,Magnor,59.9511,12.1996,31.73,98,100,4.32,SE,2023-01-18 03:17:49
596,Udachnyy,66.4167,112.4,-49.56,63,98,4.45,RU,2023-01-18 03:17:49
597,Ola,59.5833,151.2833,-10.86,82,100,12.08,RU,2023-01-18 03:17:50
598,Gamba,-2.65,10.0,76.66,84,96,2.93,GA,2023-01-18 03:17:50
599,Sinnamary,5.3833,-52.95,75.33,82,96,6.31,GF,2023-01-18 03:17:51
600,Mongu,-15.2484,23.1274,64.98,96,100,3.44,ZM,2023-01-18 03:17:51
601,Bima,-8.4667,118.7167,86.09,73,63,1.03,ID,2023-01-18 03:17:52
602,Huilong,31.8111,121.655,40.37,47,0,10.4,CN,2023-01-18 03:17:52
603,Pascagoula,30.3658,-88.5561,66.42,96,100,0.0,US,2023-01-18 03:18:53
604,Stabat,3.761,98.4513,80.8,62,100,1.83,ID,2023-01-18 03:18:53
605,Cheremukhovo,60.3484,59.9851,10.56,93,100,3.22,RU,2023-01-18 03:18:53
606,Norrtalje,59.758,18.705,38.01,83,100,15.01,SE,2023-01-18 03:18:54
607,Oranjemund,-28.55,16.4333,66.76,86,100,3.15,NA,2023-01-18 03:18:54
608,Xining,36.6167,101.7667,10.29,53,80,1.9,CN,2023-01-18 03:18:55
609,Pop,40.8736,71.1089,14.49,63,0,4.43,UZ,2023-01-18 03:18:55
610,Panguipulli,-39.6333,-72.3333,57.49,59,57,2.06,CL,2023-01-18 03:18:56
611,Bo Rai,12.5728,102.5371,84.25,53,24,11.25,TH,2023-01-18 03:18:56
612,The Valley,18.217,-63.0578,77.09,78,10,18.28,AI,2023-01-18 03:18:56
613,Manadhoo,5.7667,73.3833,80.71,76,11,14.07,MV,2023-01-18 03:18:57
614,College,64.8569,-147.8028,-5.93,81,0,4.61,US,2023-01-18 03:18:57
615,Peniche,39.3558,-9.3811,51.57,77,99,33.62,PT,2023-01-18 03:18:58
616,Sur,22.5667,59.5289,67.95,62,5,6.93,OM,2023-01-18 03:18:58
617,Msanga,-6.05,36.0333,63.97,89,100,3.24,TZ,2023-01-18 03:18:58
618,Yermakovskoye,53.2831,92.4003,9.28,94,100,4.59,RU,2023-01-18 03:18:59
619,Mainburg,48.65,11.7833,30.76,93,100,1.14,DE,2023-01-18 03:18:59
620,Makkaveyevo,51.7533,113.9454,4.41,81,95,10.38,RU,2023-01-18 03:19:00
621,Korla,41.7597,86.1469,6.35,86,6,0.58,CN,2023-01-18 03:19:00
622,Khorixas,-20.3667,14.9667,69.57,74,100,5.37,NA,2023-01-18 03:19:01
623,Looc,12.2605,121.9926,81.32,80,100,13.24,PH,2023-01-18 03:19:01
624,Tabas,33.5959,56.9244,42.26,76,100,4.36,IR,2023-01-18 03:19:02
625,Zhigansk,66.7697,123.3711,-52.89,96,86,4.65,RU,2023-01-18 03:19:02
626,Talara,-4.5772,-81.2719,70.66,81,99,10.16,PE,2023-01-18 03:19:03
627,Marsaxlokk,35.8419,14.5431,62.08,67,5,14.97,MT,2023-01-18 03:19:04
628,Seguela,7.9611,-6.6731,70.43,22,5,2.75,CI,2023-01-18 03:19:04
629,Jalakandapuram,11.6978,77.873,70.05,72,26,4.18,IN,2023-01-18 03:19:05
630,Petropavlovsk-Kamchatskiy,53.0452,158.6483,12.79,48,0,15.66,RU,2023-01-18 03:19:05
631,Jucuaran,13.2539,-88.2478,61.47,97,33,2.93,SV,2023-01-18 03:19:06
632,Natal,-5.795,-35.2094,74.05,94,0,4.61,BR,2023-01-18 03:19:06
633,Muisne,0.6,-80.0333,75.76,85,100,7.76,EC,2023-01-18 03:19:07
634,Kalmunai,7.4167,81.8167,78.6,74,64,10.98,LK,2023-01-18 03:19:08
635,Chicama,-7.8447,-79.1469,66.74,71,34,3.29,PE,2023-01-18 03:19:08
636,Mozarlandia,-14.7447,-50.5706,70.74,89,1,3.44,BR,2023-01-18 03:19:09
637,Cap-Aux-Meules,47.3821,-61.8597,33.85,100,100,12.66,CA,2023-01-18 03:19:10
638,Reconquista,-29.15,-59.65,82.44,33,0,7.47,AR,2023-01-18 03:19:10
639,Joshimath,30.5667,79.5667,40.19,26,89,5.46,IN,2023-01-18 03:19:11
640,Kemijarvi,66.7131,27.4306,25.95,88,100,10.22,FI,2023-01-18 03:19:11
641,Kathu,7.9178,98.3332,84.02,70,83,10.96,TH,2023-01-18 03:19:12
642,Karratha,-20.7377,116.8463,87.44,57,47,11.52,AU,2023-01-18 03:19:13
643,Meulaboh,4.1363,96.1285,78.13,64,100,3.76,ID,2023-01-18 03:19:13
644,Belmonte,-15.8631,-38.8828,75.13,88,3,4.52,BR,2023-01-18 03:19:14
645,Ordzhonikidze,52.4411,61.7408,-8.07,78,0,5.28,KZ,2023-01-18 03:19:14
646,Beaverlodge,55.2166,-119.4361,11.21,97,46,1.81,CA,2023-01-18 03:15:17
647,Praia,14.9215,-23.5087,72.14,78,0,20.71,CV,2023-01-18 03:19:15
648,Vittoria,36.9537,14.5332,57.06,84,40,3.44,IT,2023-01-18 03:19:15
649,Tashtagol,52.7657,87.8894,12.15,95,100,7.07,RU,2023-01-18 03:20:16
650,Kalino,58.2504,57.6085,5.43,93,100,4.65,RU,2023-01-18 03:20:19
651,Iquitos,-3.7481,-73.2472,75.24,88,100,2.3,PE,2023-01-18 03:20:19
652,Surgut,61.25,73.4167,3.38,77,0,8.99,RU,2023-01-18 03:18:51
653,Bandarbeyla,9.4942,50.8122,74.08,76,40,13.71,SO,2023-01-18 03:20:21
654,Cananeia,-25.0147,-47.9267,75.52,91,100,1.32,BR,2023-01-18 03:20:22
655,Bilma,18.6853,12.9164,59.31,26,5,7.56,NE,2023-01-18 03:20:23
656,Salalah,17.0151,54.0924,71.69,73,40,4.61,OM,2023-01-18 03:20:25
657,Cianjur,-6.8224,107.1393,81.73,69,87,2.21,ID,2023-01-18 03:20:26
658,Palmira,3.5394,-76.3036,69.28,83,40,8.05,CO,2023-01-18 03:20:27
659,Srbobran,45.5539,19.8028,51.67,83,100,14.47,RS,2023-01-18 03:20:28
660,Tomatlan,19.9333,-105.25,61.54,92,99,2.19,MX,2023-01-18 03:20:28
661,Barra Do Garcas,-15.89,-52.2567,70.86,93,22,1.66,BR,2023-01-18 03:20:29
662,Grand Gaube,-20.0064,57.6608,80.38,73,100,8.99,MU,2023-01-18 03:20:29
663,Tucuman,-26.8241,-65.2226,77.0,69,79,8.05,AR,2023-01-18 03:20:16
664,Whitianga,-36.8333,175.7,66.58,67,91,10.22,NZ,2023-01-18 03:20:30
665,Ylojarvi,61.5563,23.5961,32.63,100,100,10.36,FI,2023-01-18 03:20:31
666,Joetsu,37.1483,138.2364,40.1,93,99,8.68,JP,2023-01-18 03:20:32
667,Havre,49.5833,0.3333,37.17,65,75,10.36,FR,2023-01-18 03:20:32
668,Alugan,12.2188,125.4808,80.19,85,100,6.29,PH,2023-01-18 03:20:32
669,Berlevag,70.8578,29.0864,33.8,74,16,16.11,NO,2023-01-18 03:20:33
670,Antalaha,-14.9003,50.2788,73.53,90,100,9.26,MG,2023-01-18 03:20:34
671,Wellington,-41.2866,174.7756,77.58,64,40,13.8,NZ,2023-01-18 03:19:04
672,Matara,5.9485,80.5353,78.03,71,80,10.02,LK,2023-01-18 03:20:34
673,Kapuskasing,49.4169,-82.4331,24.89,93,100,9.22,CA,2023-01-18 03:20:35
674,Auning,56.4308,10.3782,35.78,97,16,8.99,DK,2023-01-18 03:20:35
675,North Bend,43.4065,-124.2243,47.16,96,100,6.91,US,2023-01-18 03:20:36
676,Manado,1.487,124.8455,88.57,70,40,4.61,ID,2023-01-18 03:20:36
677,Kamskoye Ustye,55.2016,49.268,14.0,95,85,8.81,RU,2023-01-18 03:20:37
678,Hami,42.8,93.45,15.44,45,1,0.72,CN,2023-01-18 03:20:37
